RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-18;A1LL34;BRA1LLBDR007;A1LL;41;111,72;1;4580,52
2021-02-18;A1MD34;BRA1MDBDR002;A1MD;22;471,92;1;10382,24
2021-02-18;A1NE34;BRA1NEBDR008;A1NE;1;432,8;1;432,8
2021-02-18;A1UA34;BRA1UABDR001;A1UA;1;29,01;1;29,01
2021-02-18;A1ZN34;BRA1ZNBDR003;A1ZN;1;45,27;1;45,27
2021-02-18;AALR3;BRAALRACNOR6;AALR;1220530;10,9215467;1;13330075,43
2021-02-18;AAPL34;BRAAPLBDR004;AAPL;178435;70,6065644;1;12598682,32
2021-02-18;ABCB4;BRABCBACNPR4;ABCB;2588540;15,63103;1;40461546,52
2021-02-18;ABEV3;BRABEVACNOR1;ABEV;239231517;15,4741991;1;3701916148,09
2021-02-18;ADBE34;BRADBEBDR003;ADBE;15000;53,75;1;806250
2021-02-18;AERI3;BRAERIACNOR4;AERI;1250511;12,0080709;1;15016224,84
2021-02-18;AGRO3;BRAGROACNOR7;AGRO;386365;24,3271573;1;9399162,14
2021-02-18;ALPA3;BRALPAACNOR0;ALPA;50250;32,4157711;1;1628892,5
2021-02-18;ALPA4;BRALPAACNPR7;ALPA;4282826;39,9731871;1;171198205,34
2021-02-18;ALPK3;BRALPKACNOR9;ALPK;6196;8,6727566;1;53736,4
2021-02-18;ALSO3;BRALSOACNOR5;ALSO;14976841;27,3170972;1;409123821,49
2021-02-18;ALUP11;BRALUPCDAM15;ALUP;1916649;25,7995061;1;49448597,74
2021-02-18;ALUP3;BRALUPACNOR8;ALUP;1800;8,8172222;1;15871
2021-02-18;ALUP4;BRALUPACNPR5;ALUP;900;8,5555555;1;7700
2021-02-18;ALZR11;BRALZRCTF006;ALZR;1065;128,4517558;1;136801,12
2021-02-18;AMAR3;BRAMARACNOR4;AMAR;9031896;6,0345605;1;54503523,55
2021-02-18;AMBP3;BRAMBPACNOR6;AMBP;779938;25,579259;1;19950236,11
2021-02-18;AMZO34;BRAMZOBDR002;AMZO;242407;113,7441863;1;27572386,99
2021-02-18;ANIM3;BRANIMACNOR6;ANIM;1016406;34,1980624;1;34759115,87
2021-02-18;APER3;BRAPERACNOR9;APER;69102;43,504646;1;3006258,05
2021-02-18;ARZZ3;BRARZZACNOR3;ARZZ;1040863;70,7868263;1;73679388,43
2021-02-18;ATMP3;BRATMPACNOR8;ATMP;42;3,1628571;1;132,84
2021-02-18;ATOM3;BRATOMACNOR1;ATOM;15374;4,2573969;1;65453,22
2021-02-18;ATVI34;BRATVIBDR008;ATVI;200;557,065;1;111413
2021-02-18;AURA33;BRAURABDR001;AURA;15155;56,8215902;1;861131,2
2021-02-18;AVLL3;BRAVLLACNOR5;AVLL;500;23,274;1;11637
2021-02-18;AZEV3;BRAZEVACNOR0;AZEV;1945;7,0846683;1;13779,68
2021-02-18;AZEV4;BRAZEVACNPR7;AZEV;1226;3,9615252;1;4856,83
2021-02-18;AZUL4;BRAZULACNPR4;AZUL;16595787;40,7374303;1;676069716,34
2021-02-18;B1IL34;BRB1ILBDR002;B1IL;1000;163,28;1;163280
2021-02-18;B3SA3;BRB3SAACNOR6;B3SA;27149679;59,957057;1;1627814851,81
2021-02-18;BABA34;BRBABABDR005;BABA;104588;50,2197985;1;5252388,29
2021-02-18;BAHI3;BRBAHIACNOR1;BAHI;101;85,5730693;1;8642,88
2021-02-18;BAZA3;BRBAZAACNOR0;BAZA;13;39,62;1;515,06
2021-02-18;BBAS3;BRBBASACNOR3;BBAS;24529520;34,994822;1;858406187,04
2021-02-18;BBDC3;BRBBDCACNOR1;BBDC;14118199;22,8032587;1;321940944,29
2021-02-18;BBDC4;BRBBDCACNPR8;BBDC;305990931;25,5045969;1;7804175372,65
2021-02-18;BBOV11;BRBBOVCTF001;BBOV;107750;60,6498185;1;6535017,95
2021-02-18;BBPO11;BRBBPOCTF003;BBPO;633;114,4603949;1;72453,43
2021-02-18;BBRK3;BRBBRKACNOR4;BBRK;752600;2,1012582;1;1581406,96
2021-02-18;BBSD11;BRBBSDCTF000;BBSD;550;94,990909;1;52245
2021-02-18;BBSE3;BRBBSEACNOR5;BBSE;40791921;28,5969088;1;1166522846,38
2021-02-18;BCFF11;BRBCFFCTF000;BCFF;34968;91,3708064;1;3195054,36
2021-02-18;BCHI39;BRBCHIBDR001;BCHI;25;61,08;1;1527
2021-02-18;BCSA34;BRBCSABDR005;BCSA;4500;16,378;1;73701
2021-02-18;BEEF3;BRBEEFACNOR6;BEEF;12772654;9,6375696;1;123097342,46
2021-02-18;BEES3;BRBEESACNOR9;BEES;3767;5,1799973;1;19513,05
2021-02-18;BEGU39;BRBEGUBDR004;BEGU;1;48,29;1;48,29
2021-02-18;BERK34;BRBERKBDR002;BERK;110;62,8950909;1;6918,46
2021-02-18;BEWG39;BRBEWGBDR000;BEWG;1;59,14;1;59,14
2021-02-18;BEWT39;BRBEWTBDR003;BEWT;3;52,8133333;1;158,44
2021-02-18;BIAU39;BRBIAUBDR008;BIAU;1;46,71;1;46,71
2021-02-18;BIDI11;BRBIDICDAXX3;BIDI;1585849;136,8324113;1;216995542,75
2021-02-18;BIDI3;BRBIDIACNOR3;BIDI;64720;44,7483461;1;2896112,96
2021-02-18;BIDI4;BRBIDIACNPR0;BIDI;2220000;43,0012339;1;95462739,46
2021-02-18;BIEF39;BRBIEFBDR001;BIEF;3;46,93;1;140,79
2021-02-18;BIJH39;BRBIJHBDR006;BIJH;3;67,9533333;1;203,86
2021-02-18;BIOM3;BRBIOMACNOR2;BIOM;25583;15,4719086;1;395817,84
2021-02-18;BIVB39;BRBIVBBDR004;BIVB;231560;52,5911831;1;12178014,36
2021-02-18;BKBR3;BRBKBRACNOR4;BKBR;3207013;10,0924261;1;32366541,82
2021-02-18;BKNG34;BRBKNGBDR006;BKNG;7;66,42;1;464,94
2021-02-18;BMEB4;BRBMEBACNPR5;BMEB;69;17,68;1;1219,92
2021-02-18;BMGB4;BRBMGBACNPR0;BMGB;2563238;5,6231048;1;14413355,94
2021-02-18;BMOB3;BRBMOBACNOR7;BMOB;589790;21,8396346;1;12880798,12
2021-02-18;BNBR3;BRBNBRACNOR8;BNBR;20;74,04;1;1480,8
2021-02-18;BOAS3;BRBOASACNOR6;BOAS;1227661;11,2628127;1;13826915,94
2021-02-18;BOBR4;BRBOBRACNPR3;BOBR;63780;2,2517844;1;143618,81
2021-02-18;BONY34;BRBONYBDR001;BONY;22;223,82;1;4924,04
2021-02-18;BOVA11;BRBOVACTF003;BOVA;68926094;114,3293529;1;7880275728,19
2021-02-18;BOVB11;BRBOVBCTF001;BOVB;1112937;120,8301343;1;134476327,28
2021-02-18;BOVV11;BRBOVVCTF009;BOVV;27278761;118,9540013;1;3244917772,72
