RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-24;GSGI34;BRGSGIBDR008;GSGI;5;173,08;1;865,4
2021-02-24;GSHP3;BRGSHPACNOR7;GSHP;2437;61,4068978;1;149648,61
2021-02-24;GTWR11;BRGTWRCTF003;GTWR;372;108,1573924;1;40234,55
2021-02-24;GUAR3;BRGUARACNOR4;GUAR;6515027;14,4364506;1;94053865,96
2021-02-24;HABT11;BRHABTCTF001;HABT;14;122,95;1;1721,3
2021-02-24;HAGA4;BRHAGAACNPR4;HAGA;14104;1,9276978;1;27188,25
2021-02-24;HAPV3;BRHAPVACNOR4;HAPV;47441053;17,3102946;1;821218605,32
2021-02-24;HBOR3;BRHBORACNOR3;HBOR;2126617;10,0130862;1;21293999,51
2021-02-24;HBSA3;BRHBSAACNOR0;HBSA;533257;6,7742154;1;3612397,8
2021-02-24;HCTR11;BRHCTRCTF003;HCTR;4956;152,7953773;1;757253,89
2021-02-24;HETA4;BRHETAACNPR9;HETA;7;10,12;1;70,84
2021-02-24;HFOF11;BRHFOFCTF002;HFOF;529;102,9285444;1;54449,2
2021-02-24;HGBS11;BRHGBSCTF000;HGBS;1957;214,2238834;1;419236,14
2021-02-24;HGCR11;BRHGCRCTF000;HGCR;616;104,3922077;1;64305,6
2021-02-24;HGLG11;BRHGLGCTF004;HGLG;1941;178,4584028;1;346387,76
2021-02-24;HGRE11;BRHGRECTF006;HGRE;1814;148,94113;1;270179,21
2021-02-24;HGRU11;BRHGRUCTF002;HGRU;658;129,0729179;1;84929,98
2021-02-24;HGTX3;BRHGTXACNOR9;HGTX;11974281;16,9031576;1;202403159,93
2021-02-24;HOME34;BRHOMEBDR002;HOME;169;51,85;1;8762,65
2021-02-24;HOOT4;BRHOOTACNPR9;HOOT;11;2,58;1;28,38
2021-02-24;HSML11;BRHSMLCTF007;HSML;5746;94,4739644;1;542847,4
2021-02-24;HYPE3;BRHYPEACNOR0;HYPE;11699503;33,8187347;1;395662388,45
2021-02-24;I1RP34;BRI1RPBDR007;I1RP;1;403,44;1;403,44
2021-02-24;IGBR3;BRIGBRACNOR7;IGBR;6308;16,2378883;1;102428,6
2021-02-24;IGTA3;BRIGTAACNOR5;IGTA;9554235;34,5283833;1;329892289,06
2021-02-24;INEP3;BRINEPACNOR1;INEP;4014;30,51;1;122467,14
2021-02-24;INEP4;BRINEPACNPR8;INEP;2800;25,4185714;1;71172
2021-02-24;INTB3;BRINTBACNOR9;INTB;182962;19,3062011;1;3532301,17
2021-02-24;INTU34;BRINTUBDR003;INTU;500;527,5;1;263750
2021-02-24;IRBR3;BRIRBRACNOR4;IRBR;104981886;6,7983443;1;713703008,06
2021-02-24;IRDM11;BRIRDMCTF004;IRDM;15533;144,0664552;1;2237784,25
2021-02-24;ISUS11;BRISUSCTF003;ISUS;606;39,6243069;1;24012,33
2021-02-24;ITLC34;BRITLCBDR005;ITLC;325;42,6507692;1;13861,5
2021-02-24;ITSA3;BRITSAACNOR0;ITSA;736145;11,6057099;1;8543485,32
2021-02-24;ITSA4;BRITSAACNPR7;ITSA;52774726;10,5148442;1;554918026,77
2021-02-24;ITUB3;BRITUBACNOR4;ITUB;1689391;25,9132241;1;43777567,68
2021-02-24;ITUB4;BRITUBACNPR1;ITUB;130571950;27,9239425;1;3646083635,31
2021-02-24;IVVB11;BRIVVBCTF001;IVVB;1039107;224,9943283;1;233793181,53
2021-02-24;JALL3;BRJALLACNOR0;JALL;64212;8,6976211;1;558491,65
2021-02-24;JBDU3;BRJBDUACNOR6;JBDU;4053;2,3963508;1;9712,41
2021-02-24;JBDU4;BRJBDUACNPR3;JBDU;20;1,32;1;26,4
2021-02-24;JBSS3;BRJBSSACNOR8;JBSS;25204330;25,4508372;1;641471301,77
2021-02-24;JDCO34;BRJDCOBDR001;JDCO;3;528,59;1;1585,77
