RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-25;A1LL34;BRA1LLBDR007;A1LL;13;111,72;1;1452,36
2021-02-25;A1MD34;BRA1MDBDR002;A1MD;22;471,92;1;10382,24
2021-02-25;A1NE34;BRA1NEBDR008;A1NE;1;421;1;421
2021-02-25;A1UA34;BRA1UABDR001;A1UA;2;28,505;1;57,01
2021-02-25;A1ZN34;BRA1ZNBDR003;A1ZN;5081;46,1922003;1;234702,57
2021-02-25;AALL34;BRAALLBDR003;AALL;25;100,04;1;2501
2021-02-25;AALR3;BRAALRACNOR6;AALR;1722971;10,6258059;1;18307955,57
2021-02-25;AAPL34;BRAAPLBDR004;AAPL;173509;69,0366041;1;11978472,15
2021-02-25;ABBV34;BRABBVBDR001;ABBV;5;581,6;1;2908
2021-02-25;ABCB4;BRABCBACNPR4;ABCB;2587011;15,4378536;1;39937897,17
2021-02-25;ABEV3;BRABEVACNOR1;ABEV;266467685;15,2230816;1;4056459338,7
2021-02-25;ACWI11;BRACWICTF001;ACWI;19540;10,49;1;204974,6
2021-02-25;ADBE34;BRADBEBDR003;ADBE;15034;53,750588;1;808086,34
2021-02-25;AERI3;BRAERIACNOR4;AERI;3039616;10,5513456;1;32072039,09
2021-02-25;AGRO3;BRAGROACNOR7;AGRO;490767;23,697193;1;11629800,33
2021-02-25;ALPA3;BRALPAACNOR0;ALPA;17110;32,4451607;1;555136,7
2021-02-25;ALPA4;BRALPAACNPR7;ALPA;3676963;39,1420401;1;143923833,36
2021-02-25;ALPK3;BRALPKACNOR9;ALPK;9762;8,5687748;1;83648,38
2021-02-25;ALSO3;BRALSOACNOR5;ALSO;15478485;27,0050173;1;417996756,68
2021-02-25;ALUP11;BRALUPCDAM15;ALUP;2149827;25,5157798;1;54854512,55
2021-02-25;ALUP3;BRALUPACNOR8;ALUP;2100;8,6242857;1;18111
2021-02-25;ALUP4;BRALUPACNPR5;ALUP;590;8,2705084;1;4879,6
2021-02-25;ALZR11;BRALZRCTF006;ALZR;709;128,7823695;1;91306,7
